"Geo_GEOID","Geo_NAME","SE_T002_001","SE_T002_002","SE_T002_003","SE_T012_001","SE_T012_002","SE_T012_003","SE_T057_001","SE_T098_001","SE_T104_001","B25077001","B25077001s","lng","lat"
"05000US48267","Kimble County, Texas","4453","3.559595","1250.984984","54.5","52.8","55.8","41263","1972","618","114900","13561.81818", -99.74868810551462, 30.486797438542062
"05000US48269","King County, Texas","274","0.3008105","910.8724828","39.8","39.8","38.9","57083","1978","729","72200","8876.363636", -100.25584100140166, 33.61654867019169
"05000US48271","Kinney County, Texas","3578","2.630776","1360.054833","43.5","40.5","46.4","34398","1981","515","72700","9543.636364", -100.41798829669814, 29.35008783337156
"05000US48273","Kleberg County, Texas","31877","36.17017","881.3062238","28","26.6","30.5","41469","1970","782","86600","2564.848485", -97.72728298529788, 27.433706537450234
"05000US48275","Knox County, Texas","3807","4.475532","850.625223","41","39.2","43.4","42188","1960","426","43300","2650.909091", -99.74144693904046, 33.60612347212119
"05000US48277","Lamar County, Texas","49626","54.70273","907.1942696","40.6","38.1","42.2","40283","1980","662","86300","1743.030303", -95.57119690776496, 33.66725034251835
"05000US48279","Lamb County, Texas","13561","13.34506","1016.181388","36.3","33","39","41401","1964","616","65700","2618.787879", -102.35171724899155, 34.06860858120226
"05000US48281","Lampasas County, Texas","20357","28.55754","712.8413815","41.1","40.7","41.7","50358","1984","789","138700","5507.878788", -98.24146399492007, 31.196212185923713
"05000US48283","La Salle County, Texas","7319","4.92297","1486.704056","33.1","33.8","32.3","40094","1980","384","63500","8727.272727", -99.09958627691734, 28.34514586508836
"05000US48285","Lavaca County, Texas","19654","20.26793","969.7092651","44.3","43.4","45.1","47753","1973","664","131000","10092.12121", -96.93012598054631, 29.38433980404462
"05000US48287","Lee County, Texas","16754","26.63425","629.0396403","41","39.1","43.1","54346","1984","779","127000","7340", -96.96569360679503, 30.31065414645783
"05000US48289","Leon County, Texas","16923","15.76937","1073.156379","44.8","44.6","44.9","47441","1985","635","99600","8043.030303", -95.99569570465442, 31.2965041555558
"05000US48291","Liberty County, Texas","78598","67.84819","1158.439171","36.2","35.2","37.1","49655","1988","801","89100","2536.969697", -94.81219169797365, 30.151588749679334
"05000US48293","Limestone County, Texas","23469","25.92434","905.2881975","39.1","37.4","42.1","37431","1980","673","83200","3032.121212", -96.58050711895096, 31.545456802623765
"05000US48295","Lipscomb County, Texas","3507","3.762161","932.1770201","34.8","31.8","41","60163","1969","675","95300","7497.575758", -100.27314308865465, 36.27763930011815
"05000US48297","Live Oak County, Texas","11976","11.51877","1039.694751","42.2","38.9","44.8","50741","1978","700","84900","2912.727273", -98.12482863224835, 28.351401142596096
"05000US48299","Llano County, Texas","19624","21.00953","934.0520558","56.4","55","57.6","48562","1986","741","169200","9369.69697", -98.6841240334079, 30.705734690773955
"05000US48301","Loving County, Texas","76","0.1136445","668.7518985","58.2","57.5","59.3","56875","1973","850","","", -103.58001040386483, 31.849274772744522
"05000US48303","Lubbock County, Texas","294682","329.0342","895.5969217","30.6","29.3","31.9","46859","1979","844","117100","1181.818182", -101.82052453022958, 33.61021068224685
"05000US48305","Lynn County, Texas","5723","6.416876","891.8670141","37.2","35.9","38.8","40722","1966","652","70600","3433.333333", -101.81612394184835, 33.17683515720379
"05000US48307","McCulloch County, Texas","8242","7.734599","1065.601478","43.9","40.6","45.5","40784","1966","685","75800","7222.424242", -99.34753623324819, 31.19887711883507
"05000US48309","McLennan County, Texas","243394","234.6849","1037.109633","33","31.5","34.4","44246","1977","789","118200","1664.848485", -97.20176143616631, 31.55237422537284
"05000US48311","McMullen County, Texas","671","0.5887003","1139.799023","39.6","32.9","41.5","57589","1980","523","78100","17714.54545", -98.56785419541572, 28.35268305029733
"05000US48313","Madison County, Texas","13843","29.70185","466.0652822","35.5","32","44","43209","1982","779","103900","5567.878788", -95.92842310393644, 30.965545937989912
"05000US48315","Marion County, Texas","10191","26.75569","380.8909694","49.2","49.2","49.3","35424","1981","654","89600","5509.090909", -94.35717355007893, 32.797986454617245
"05000US48317","Martin County, Texas","5451","5.957664","914.95585","32","31.7","32.9","63992","1973","841","108900","9534.545455", -101.95127226550755, 32.30599108888129
"05000US48319","Mason County, Texas","4064","4.375524","928.8031419","49.9","48.6","52.3","38496","1964","811","136600","16608.48485", -99.2261450155863, 30.717724439370766
"05000US48321","Matagorda County, Texas","36719","33.5979","1092.895652","37.1","36.4","38.1","41253","1975","695","98700","3811.515152", -96.0109980347693, 28.821159273400422
"05000US48323","Maverick County, Texas","56830","44.41673","1279.472776","29.7","27.6","31","37155","1990","602","93100","3064.242424", -100.3144797556453, 28.7424736752596
"05000US48325","Medina County, Texas","47920","36.15625","1325.358765","38.6","36.3","41.3","58333","1988","709","126000","5287.272727", -99.11008588637543, 29.35570484785513
"05000US48327","Menard County, Texas","2163","2.397934","902.0265051","41.8","35.8","45","37917","1964","623","56300","5341.818182", -99.82058960618511, 30.889824398320478
"05000US48329","Midland County, Texas","155817","173.0811","900.2541664","31.9","30.9","32.7","71424","1982","1148","175700","2880.606061", -102.03159520426918, 31.869136889243457
"05000US48331","Milam County, Texas","24372","23.9679","1016.860236","41.8","38.7","43.2","39213","1977","594","82400","4027.272727", -96.97686353884184, 30.78635798503256
"05000US48333","Mills County, Texas","4871","6.509759","748.2611719","46.1","45.5","46.6","44375","1976","506","123100","12978.18182", -98.59544421400155, 31.49520065902087
"05000US48335","Mitchell County, Texas","8995","9.872795","911.0895402","35.5","31.8","43.6","51555","1963","615","60800","9524.242424", -100.92113937219897, 32.3062022923053
"05000US48337","Montague County, Texas","19384","20.82273","930.9057123","43.9","43.4","44.6","46383","1977","731","93000","6083.030303", -97.72463972426253, 33.675683098727816
"05000US48339","Montgomery County, Texas","518849","497.9742","1041.91949","36.6","35.7","37.4","70805","1997","1077","190000","2353.333333", -95.5030095438357, 30.300189340352976
"05000US48341","Moore County, Texas","22186","24.65958","899.6909638","31.1","30.3","31.6","50552","1974","706","98200","4603.030303", -101.8929871425799, 35.83771454886299
"05000US48343","Morris County, Texas","12653","50.21334","251.9848339","42.9","41.8","44.2","37902","1971","645","77000","4998.181818", -94.73263777777548, 33.113466627457385
"05000US48345","Motley County, Texas","1022","1.032776","989.5659625","48.9","47.5","50.7","35433","1955","575","55200","2386.666667", -100.77981188295772, 34.07406090747495
"05000US48347","Nacogdoches County, Texas","65556","69.25865","946.5387855","30.4","30","30.7","38915","1984","745","114300","4174.545455", -94.61585874699496, 31.615983032137734
"05000US48349","Navarro County, Texas","48177","47.71738","1009.632205","38.1","36.7","38.8","43388","1980","738","83800","1840.606061", -96.47247479801553, 32.0469259848074
"05000US48351","Newton County, Texas","14138","15.14228","933.6771475","40.7","41","40.1","36829","1980","661","72300","4959.393939", -93.74479548096139, 30.786253872756024
"05000US48353","Nolan County, Texas","15017","16.46606","911.9972077","38","34.9","42.1","38411","1964","596","65400","3776.969697", -100.40595773219809, 32.303509358289716
"05000US48355","Nueces County, Texas","355667","424.2645","838.3142347","34.9","33.8","36.1","51882","1977","912","116600","1072.121212", -97.61304257207614, 27.725539311322958
"05000US48357","Ochiltree County, Texas","10577","11.52575","917.6845854","31.2","30.4","32.3","50011","1973","728","91800","4341.818182", -100.81566359421431, 36.278357800276886
"05000US48359","Oldham County, Texas","2069","1.378852","1500.523968","33.2","26","35.9","52292","1967","818","81100","7391.515152", -102.60280025324192, 35.40499319825793
"05000US48361","Orange County, Texas","83751","250.9161","333.7809442","37.9","36.6","39.5","51443","1979","770","101500","2664.848485", -93.89388811777931, 30.12130463841431
"05000US48363","Palo Pinto County, Texas","27922","29.32216","952.2490946","41.5","39.6","42.7","42824","1973","724","87000","3264.242424", -98.31301541253369, 32.75315168754537
"05000US48365","Panola County, Texas","23771","29.29789","811.3553823","38.3","37","39.9","50712","1980","706","92900","4127.272727", -94.30558748157998, 32.16235568314454
"05000US48367","Parker County, Texas","123601","136.8059","903.4774092","39.7","38.5","40.5","67979","1992","901","170100","2805.454545", -97.80506714631002, 32.777647639306714
"05000US48369","Parmer County, Texas","9921","11.26337","880.8196239","33.5","32.5","34.5","48589","1971","643","83600","4033.939394", -102.78447356965638, 34.530073513084
"05000US48371","Pecos County, Texas","15826","3.322114","4763.83494","35.4","35.7","34.7","51735","1970","784","69800","4301.212121", -102.72353087840682, 30.781013587081418
"05000US48373","Polk County, Texas","46583","44.06909","1057.044712","43.4","41.9","46.1","40864","1985","658","84600","3116.969697", -94.83004036044315, 30.792690764025906
"05000US48375","Potter County, Texas","121883","134.1729","908.402615","33.3","33.1","33.5","40340","1964","720","88700","1448.484848", -101.8939248150229, 35.40128739631571
"05000US48377","Presidio County, Texas","7144","1.853056","3855.252531","40.8","40","42.1","33453","1982","431","61600","10347.87879", -104.24051099260812, 29.999759127484364
"05000US48379","Rains County, Texas","11087","48.31926","229.4530229","47.8","45.8","49.2","50405","1989","645","95500","6568.484848", -95.79338956640366, 32.87035039570876
"05000US48381","Randall County, Texas","128603","141.0255","911.9129942","35.5","34.3","37","62635","1980","863","151800","1695.151515", -101.89705031884426, 34.96587219573662
"05000US48383","Reagan County, Texas","3625","3.084282","1175.313998","34.9","33.6","37.1","59257","1978","637","85000","5787.272727", -101.52309814676538, 31.3662124037075
"05000US48385","Real County, Texas","3348","4.788611","699.15881","55.5","55.3","55.6","37059","1988","806","110600","8157.575758", -99.8221957104945, 29.831773742625803
"05000US48387","Red River County, Texas","12455","11.93149","1043.876169","45.8","44","47.5","35016","1976","575","62700","3552.727273", -95.05027414634554, 33.62075214464445
"05000US48389","Reeves County, Texas","14438","5.478581","2635.353702","35.2","35.1","35.3","46464","1964","787","44400","5803.030303", -103.69298691448219, 31.323027890363356
"05000US48391","Refugio County, Texas","7315","9.494026","770.4844965","42.8","40.7","43.3","50145","1965","652","77100","4799.393939", -97.16562498153866, 28.325260024137293
"05000US48393","Roberts County, Texas","939","1.01617","924.05773","35.6","35.1","37.4","72500","1959","872","119500","12126.66667", -100.81356246297901, 35.83842063762154
"05000US48395","Robertson County, Texas","16537","19.32606","855.6841622","41.2","38.2","43.8","49142","1982","632","99900","6670.909091", -96.51280242401151, 31.027037385150763
"05000US48397","Rockwall County, Texas","88010","692.4101","127.1067511","37.2","36.4","37.8","89161","2001","1262","206700","3824.242424", -96.40778408456448, 32.897723121450646
"05000US48399","Runnels County, Texas","10411","9.906325","1050.944668","41.8","40.2","44.2","41339","1956","564","75600","2804.242424", -99.97621935377948, 31.831081847352117
"05000US48401","Rusk County, Texas","53197","57.57021","924.0368743","38.4","37.4","39.3","47424","1977","700","107800","3198.181818", -94.76188143326405, 32.10772299491276
"05000US48403","Sabine County, Texas","10367","21.09654","491.407571","50.6","50.5","50.7","32500","1984","545","80700","7492.727273", -93.85171824855564, 31.343226989047146
"05000US48405","San Augustine County, Texas","8556","16.12341","530.6569513","47.9","46.2","49.5","29426","1976","601","80200","8619.393939", -94.1681886554168, 31.394220504007567
"05000US48407","San Jacinto County, Texas","27172","47.73358","569.2429031","43.4","43.1","43.7","44878","1988","697","88000","3363.636364", -95.16689050545253, 30.579530102358273
"05000US48409","San Patricio County, Texas","66706","96.19633","693.4359974","35.3","33.9","36.5","52659","1977","854","97800","2023.636364", -97.51868972643405, 28.009145769798803
"05000US48411","San Saba County, Texas","5881","5.180081","1135.310403","41","39.1","44.9","40718","1972","632","80500","6155.757576", -98.81758659620367, 31.1552025853654
"05000US48413","Schleicher County, Texas","3171","2.419426","1310.641662","35.9","35.5","36.9","59766","1973","518","72300","5968.484848", -100.53831647769474, 30.897418857656984
"05000US48415","Scurry County, Texas","17314","19.1221","905.4445658","35.4","35.3","35.6","55661","1966","751","89400","4200.606061", -100.916429677053, 32.74628491716037
"05000US48417","Shackelford County, Texas","3323","3.634531","914.285799","41.8","39.4","43.9","50285","1968","595","76400","8629.69697", -99.35404645860595, 32.735948553995165
"05000US48419","Shelby County, Texas","25705","32.30939","795.5890699","37.1","36.3","38.4","36312","1978","562","74900","3104.242424", -94.14496089666861, 31.792418029381693
"05000US48421","Sherman County, Texas","3069","3.324899","923.0356033","37.9","39.3","37.2","52969","1966","603","82900","3823.030303", -101.89343611766377, 36.27772008689123
"05000US48423","Smith County, Texas","219745","238.4617","921.5106665","36.3","34.6","37.7","48683","1983","849","137600","2173.939394", -95.26917356567226, 32.37503990336276
"05000US48425","Somervell County, Texas","8673","46.51323","186.4630971","40.7","40.8","40.7","50562","1987","823","158900","11350.90909", -97.77435475608017, 32.22225654347433
"05000US48427","Starr County, Texas","63008","51.51167","1223.179104","28.7","27.5","30.4","26682","1990","522","66600","1536.363636", -98.73868389975392, 26.562096939253376
"05000US48429","Stephens County, Texas","9787","10.91423","896.7194721","38.5","36","42.4","45217","1972","553","77500","4643.636364", -98.83618395782158, 32.7358716309113
"05000US48431","Sterling County, Texas","1233","1.335211","923.4493565","41.1","33.8","43.4","50156","1973","817","95100","7120.606061", -101.0500790104222, 31.827791281097657
"05000US48433","Stonewall County, Texas","1233","1.345611","916.3126563","49.6","45.7","52.3","47969","1964","407","53900","4246.666667", -100.25337583876303, 33.17918922374096
"05000US48435","Sutton County, Texas","3936","2.707136","1453.935212","36.4","39","35.2","54567","1972","636","92100","7041.818182", -100.53818125106612, 30.498366024127158
"05000US48437","Swisher County, Texas","7639","8.581607","890.1596146","35.4","33.7","37.5","35167","1961","663","71900","2893.939394", -101.7349941459169, 34.530393659209786
"05000US48439","Tarrant County, Texas","1947529","2254.998","863.6500493","34.1","33.1","35","60373","1986","944","148100","583.6363636", -97.29122757081657, 32.77156221719075
"05000US48441","Taylor County, Texas","135234","147.7077","915.5514728","32.1","30.8","33.6","47044","1973","814","107600","1979.393939", -99.89010489594871, 32.30142388889733
"05000US48443","Terrell County, Texas","778","0.3299383","2358.016843","47.7","42.8","52.6","24821","1955","737","64600","9652.727273", -102.07649109469051, 30.2249994609598
"05000US48445","Terry County, Texas","12724","14.3153","888.83938","34.3","32.9","36.1","40407","1970","688","65900","2387.272727", -102.33516164079634, 33.17380082507464
"05000US48447","Throckmorton County, Texas","1520","1.665658","912.5523053","51.3","50.8","52.6","39438","1959","439","64100","4760", -99.21234793885512, 33.17748703398847
"05000US48449","Titus County, Texas","32592","80.26453","406.0573192","33.8","33.3","34.4","45026","1985","643","97200","4673.333333", -94.96568610635806, 33.21658840137425
"05000US48451","Tom Green County, Texas","116264","76.38943","1521.990706","34","32.4","35.7","47637","1974","806","116500","2259.393939", -100.46212485973109, 31.404448708362953
"05000US48453","Travis County, Texas","1148176","1157.677","991.7925797","33.3","32.9","33.7","64422","1989","1113","253600","2041.212121", -97.78196322443925, 30.33469378066792
"05000US48455","Trinity County, Texas","14360","20.70271","693.6288879","48.1","47.7","48.6","35865","1985","707","78000","3506.060606", -95.13549871447366, 31.088836412340488
"05000US48457","Tyler County, Texas","21371","23.1164","924.4950077","43","38","47.5","45427","1980","696","81800","3250.30303", -94.3765980227048, 30.77123101017572
"05000US48459","Upshur County, Texas","40295","69.12449","582.9337773","40.6","39","42.1","47724","1982","741","96500","3319.393939", -94.94148003060492, 32.73626803795306
"05000US48461","Upton County, Texas","3475","2.799433","1241.32257","32.9","34.4","31.3","48220","1970","608","61300","3306.666667", -102.04315112375511, 31.368798106285897
"05000US48463","Uvalde County, Texas","27055","17.43296","1551.945316","33.8","32.4","36.8","39011","1980","623","78200","4899.393939", -99.7622173770482, 29.35729569749121
"05000US48465","Val Verde County, Texas","48862","15.53764","3144.749607","31.6","30.1","33.7","44170","1981","676","93900","2466.060606", -101.15173778854935, 29.892949893028756
"05000US48467","Van Zandt County, Texas","53070","62.98617","842.56593","43.5","42.3","44.6","46555","1984","734","105900","3306.666667", -95.83649540692373, 32.56371317205194
"05000US48469","Victoria County, Texas","90989","103.1497","882.1063511","35.5","34.4","36.8","54697","1977","824","124100","2875.151515", -96.97151993448936, 28.796353568032877
"05000US48471","Walker County, Texas","69926","89.17011","784.1864904","35.1","36.7","30.9","40090","1989","809","123600","5926.666667", -95.57228972627897, 30.739023494347883
"05000US48473","Waller County, Texas","47049","91.65334","513.3364448","28.8","28.3","29.6","53508","1991","825","153800","6221.818182", -95.98765021599866, 30.010822607519923
"05000US48475","Ward County, Texas","11396","13.63806","835.6027966","34.3","33.2","35.6","56796","1968","726","82000","3700.606061", -103.10250064061736, 31.50949146758107
"05000US48477","Washington County, Texas","34544","57.19582","603.9602222","42","40.3","44.4","52718","1984","806","156000","7845.454545", -96.40344473608423, 30.214525242074473
"05000US48479","Webb County, Texas","266006","79.13366","3361.477443","28.3","26.7","29.6","38711","1992","758","110500","1374.545455", -99.33151940220895, 27.76111269864597
"05000US48481","Wharton County, Texas","41377","38.09509","1086.150564","37.5","36","38.2","46445","1973","699","107000","3632.727273", -96.22209616091973, 29.277881112952233
"05000US48483","Wheeler County, Texas","5642","6.169336","914.5230202","39.3","38.4","40.4","51082","1963","628","86300","4440", -100.26976787750279, 35.40121201039543
"05000US48485","Wichita County, Texas","132148","210.5004","627.7802924","34.1","32.3","36.7","45371","1970","750","91700","1543.030303", -98.70361326671691, 33.98790576843374
"05000US48487","Wilbarger County, Texas","13061","13.45291","970.8678928","37.5","36.7","38","43635","1963","625","71000","4836.363636", -99.24100874264315, 34.08077665045468
"05000US48489","Willacy County, Texas","21944","37.15628","590.586483","33.6","30.8","37.2","28817","1976","570","49400","2574.545455", -97.66121255601631, 26.46964590177109
"05000US48491","Williamson County, Texas","490619","438.7056","1118.333076","35.6","34.9","36.1","75935","1999","1120","209400","1230.30303", -97.60074695708612, 30.648032097524556
"05000US48493","Wilson County, Texas","46444","57.78525","803.7345532","40.4","39.5","41.2","68737","1994","889","162300","4600", -98.08656708907098, 29.173995746000994
"05000US48495","Winkler County, Texas","7723","9.181844","841.1165086","32.6","32.2","33.1","54261","1963","716","49700","2910.30303", -103.0483406584058, 31.850060607094964
"05000US48497","Wise County, Texas","62089","68.65278","904.3916991","38.8","38","39.4","56396","1991","908","132700","3923.636364", -97.65448201322856, 33.21591534094126
"05000US48499","Wood County, Texas","43198","66.94911","645.2363115","47.8","46.3","49.6","47814","1986","758","113800","3343.030303", -95.38207480624358, 32.78640637139655
"05000US48501","Yoakum County, Texas","8316","10.3987","799.7150875","33.6","32.4","34.2","56655","1976","743","81000","4906.060606", -102.8277829020576, 33.172994511324376
"05000US48503","Young County, Texas","18275","19.98427","914.4690524","41.8","41.2","43","46978","1970","618","86300","2882.424242", -98.6877349161326, 33.17662269426683
"05000US48505","Zapata County, Texas","14335","14.35779","998.4124343","29.3","27.5","30.6","36976","1988","495","60100","3049.69697", -99.16864680661419, 27.00077568735515
"05000US48507","Zavala County, Texas","12107","9.331691","1297.406895","30.4","29.1","32.5","26639","1976","511","39800","3767.272727", -99.76054003020602, 28.86621148531284
"05000US49001","Beaver County, Utah","6437","2.492159","2582.900739","33.1","33","33.4","48083","1975","625","146900","5292.727273", -113.23546592735762, 38.35695930125387
"05000US49003","Box Elder County, Utah","51528","8.968284","5745.580708","32.1","31.3","33","55514","1978","685","169200","1677.575758", -113.08211882731565, 41.52096643191543
"05000US49005","Cache County, Utah","118824","102.0172","1164.745004","25","25.1","24.9","51935","1986","708","197700","2050.909091", -111.74358730279685, 41.72242229189535
"05000US49007","Carbon County, Utah","20733","14.01651","1479.18365","35.6","34.9","36.8","47793","1971","635","126800","4206.666667", -110.58874277412889, 39.648112716530626
"05000US49009","Daggett County, Utah","751","1.077625","696.9030837","48.7","50.6","41.2","75938","1987","338","206700","20073.93939", -109.50771676512305, 40.88729153723342
"05000US49011","Davis County, Utah","329292","1101.274","299.0100526","30.4","29.5","31.2","72661","1990","943","234300","1464.242424", -112.11145361793861, 40.99002463792378
"05000US49013","Duchesne County, Utah","20078","6.205832","3235.343978","30.2","30.4","30","61244","1986","853","174900","2694.545455", -110.42516749417268, 40.298228238427356
"05000US49015","Emery County, Utah","10570","2.368746","4462.276613","34.3","33.8","34.8","51276","1975","587","135100","4049.69697", -110.70061061578893, 38.996748679212
"05000US49017","Garfield County, Utah","5020","0.9700205","5175.148388","39.6","39","41.2","45221","1976","756","159100","6633.939394", -111.44309948132276, 37.85488859778767
"05000US49019","Grand County, Utah","9428","2.566944","3672.850005","39.7","39.5","39.8","43529","1979","729","223900","4910.30303", -109.56985658489046, 38.981973171930136
"05000US49021","Iron County, Utah","47751","14.48608","3296.337497","28.5","28.4","28.6","43799","1991","705","172100","3782.424242", -113.28951578772816, 37.85917231783536
"05000US49023","Juab County, Utah","10507","3.097876","3391.678862","30.3","27","32.7","54861","1979","773","169900","6381.212121", -112.78482329641197, 39.70273421034512
"05000US49025","Kane County, Utah","7216","1.808546","3989.945924","43.4","41.3","46","50517","1991","911","187300","14527.27273", -111.88783564424007, 37.285070933964455
"05000US49027","Millard County, Utah","12604","1.908255","6604.987958","34.9","34.4","35.4","53902","1974","622","142700","5954.545455", -113.10061500779906, 39.07323986354091
"05000US49029","Morgan County, Utah","10645","17.47464","609.1686108","32.3","30.6","33.1","80865","1993","1043","283400","9233.333333", -111.57315154275143, 41.08931412748769
"05000US49031","Piute County, Utah","1859","2.45109","758.4382074","42.5","38.8","46.5","37112","1970","555","136300","8144.848485", -112.12737576894534, 38.33669141023127
"05000US49033","Rich County, Utah","2284","2.219961","1028.846824","34.3","34.6","33.7","52569","1984","608","169800","13775.15152", -111.24448683391806, 41.632217895607894
"05000US49035","Salt Lake County, Utah","1092518","1472.292","742.0524018","32.1","31.6","32.6","64601","1980","970","243700","844.8484848", -111.9236021495748, 40.66732499418714
"05000US49037","San Juan County, Utah","15540","1.98721","7820.008729","30.6","28.8","32.3","41108","1984","620","137600","5694.545455", -109.8045400467626, 37.626014424242825
"05000US49039","Sanpete County, Utah","28551","17.95739","1589.930752","31.2","31.4","30.8","48866","1980","685","164700","2558.181818", -111.5763004476438, 39.37393544309326
"05000US49041","Sevier County, Utah","20913","10.94673","1910.433463","34.9","34","35.8","48872","1976","718","149200","4022.424242", -111.8044219394288, 38.747793908406734
"05000US49043","Summit County, Utah","39009","20.85395","1870.580898","38.2","37.5","38.7","91470","1992","1262","515500","12993.33333", -110.95569746251671, 40.868224697135204
"05000US49045","Tooele County, Utah","61986","8.929182","6941.957476","30.9","30.6","31.1","64149","1992","847","182300","2918.787879", -113.13109918988008, 40.44875810237003
"05000US49047","Uintah County, Utah","36308","8.100182","4482.368851","29.8","29.6","30.1","67943","1986","978","190900","3192.727273", -109.51862397003809, 40.12478778351965
"05000US49049","Utah County, Utah","564177","281.5832","2003.588835","24.4","24.3","24.6","64321","1993","919","239300","977.5757576", -111.67026729721606, 40.119912136616676
"05000US49051","Wasatch County, Utah","27895","23.69994","1177.007066","33.2","31.9","33.9","71337","1997","1152","336100","10440.60606", -111.1681525813929, 40.33077872479624
"05000US49053","Washington County, Utah","151959","62.6133","2426.944619","35.4","34.3","36.5","52865","1997","964","221700","3213.333333", -113.50476938790787, 37.28037668984159
"05000US49055","Wayne County, Utah","2716","1.103582","2461.076595","40.1","38.6","40.6","41684","1981","548","195900","19984.84848", -110.90385554996175, 38.32435475848535
"05000US49057","Weber County, Utah","241328","418.7793","576.2653912","32.1","31.5","32.7","59660","1979","795","171200","1074.545455", -111.91338921630654, 41.269825445738135
"05000US50001","Addison County, Vermont","36926","48.18563","766.3280355","43","42.6","43.8","61020","1974","898","236400","2637.575758", -73.14082614709422, 44.030909638178485
"05000US50003","Bennington County, Vermont","36503","54.0784","675.0014409","46.3","45","47.8","51489","1971","857","207300","5341.818182", -73.09296527855315, 43.03542947640723
"05000US50005","Caledonia County, Vermont","30859","47.54713","649.0191491","43.6","42.6","45.1","46931","1972","745","164200","2767.272727", -72.10220186441308, 44.464696868060784
"05000US50007","Chittenden County, Vermont","160510","299.1343","536.5817479","36.4","34.9","38.1","66414","1977","1139","275000","1951.515152", -73.0809130586804, 44.46100167072977
"05000US50009","Essex County, Vermont","6173","9.302236","663.6039024","49.2","49.2","49.3","39467","1973","686","123800","3686.666667", -71.73622908732891, 44.72798813017813
"05000US50011","Franklin County, Vermont","48625","76.71514","633.8383776","39.7","38.4","41","58884","1975","878","206500","3243.030303", -72.91200667380957, 44.85749384570703
"05000US50013","Grand Isle County, Vermont","6945","84.89394","81.80795896","47.4","47.2","47.5","64295","1978","989","259600","7590.909091", -73.2948541811107, 44.79675860516276
"05000US50015","Lamoille County, Vermont","25136","54.77779","458.872143","40.8","40.3","41.2","53316","1980","873","220300","4246.666667", -72.64141503768535, 44.60574077750069
"05000US50017","Orange County, Vermont","28897","42.06099","687.0260835","45.4","44","46.6","54263","1975","824","191700","3238.787879", -72.3768040634346, 44.005662386226625
"05000US50019","Orleans County, Vermont","27076","39.03777","693.5848043","45.1","43.9","46.1","43959","1974","715","156800","2834.545455", -72.24376254477387, 44.82878975411184
"05000US50021","Rutland County, Vermont","60133","64.67193","929.8160764","45.9","44.5","47.2","50029","1969","808","179200","2130.909091", -73.03661800991627, 43.5800754395768
"05000US50023","Washington County, Vermont","58963","85.82196","687.0385871","43.3","41.9","44.9","58171","1971","861","213200","3411.515152", -72.61494860333123, 44.27344697525017
"05000US50025","Windham County, Vermont","43609","55.51735","785.5021784","46.2","44.5","47.5","50917","1973","849","209500","3823.030303", -72.71379185395787, 42.99060811644621
"05000US50027","Windsor County, Vermont","55894","57.6478","969.5773108","47.1","45.8","48.3","54763","1973","886","215800","3129.090909", -72.58622543497387, 43.58001543520553
"05000US51001","Accomack County, Virginia","33060","73.57986","449.3076817","45.4","42.7","47.4","38503","1980","749","151900","5024.242424", -75.63326975934694, 37.76426054557676
"05000US51003","Albemarle County, Virginia","104287","144.6819","720.8022277","38.9","37.2","40.5","70342","1988","1156","317300","5260", -78.55654616305954, 38.02291443747802
"05000US51005","Alleghany County, Virginia","15919","35.73566","445.4653412","48","46.4","49","45538","1967","636","111500","3070.909091", -80.00704311701708, 37.787616738228245
"05000US51007","Amelia County, Virginia","12793","36.00932","355.2691302","44.3","40.8","48.1","58269","1988","689","171500","8311.515152", -77.97613313656024, 37.33599532981523
"05000US51009","Amherst County, Virginia","31999","67.5173","473.9378128","43.9","42.7","44.9","47002","1977","696","149400","3163.636364", -79.1451107718406, 37.60477180787605
"05000US51011","Appomattox County, Virginia","15314","45.92285","333.4723095","42.8","42.2","44.4","52134","1979","700","149600","6227.878788", -78.81214478449452, 37.37222247218345
"05000US51013","Arlington County, Virginia","226092","8698.592","25.99179301","34.1","34","34.2","108706","1970","1861","623300","5602.424242", -77.1010993806602, 38.878607360792365
"05000US51015","Augusta County, Virginia","74330","76.86319","967.042899","44.5","43.8","45.5","56802","1983","866","199700","3446.666667", -79.13380823637662, 38.164529795850626
"05000US51017","Bath County, Virginia","4558","8.613647","529.1602834","47.2","41.9","49.2","44985","1974","478","146400","15683.0303", -79.74109560923797, 38.05871096708526
"05000US51019","Bedford County, Virginia","76933","101.2408","759.9008243","45.6","44.9","46.4","56725","1986","759","196900","2741.212121", -79.52420158660628, 37.31516424014963
"05000US51021","Bland County, Virginia","6612","18.48322","357.729781","44.9","42.8","47.4","47800","1979","584","102200","9455.151515", -81.13029135067426, 37.13397311117322
"05000US51023","Botetourt County, Virginia","33192","61.32983","541.2047932","46.9","46.3","48","61470","1983","870","209700","5293.333333", -79.81234697476539, 37.557130272880364
"05000US51025","Brunswick County, Virginia","16573","29.27079","566.1959453","42.6","40.9","47.1","38858","1980","697","109100","4560", -77.85902723238232, 36.76477634986847
"05000US51027","Buchanan County, Virginia","23158","46.06147","502.7629039","45.9","43.8","48","30335","1978","594","70500","3081.212121", -82.03606279670049, 37.2666257848574
"05000US51029","Buckingham County, Virginia","17030","29.37947","579.6565667","42.4","41.1","45.2","43514","1986","695","123800","5286.666667", -78.52879865682098, 37.57220940791132
